order_id,order_date,category,sub_category,region,segment,quantity,sales,discount,profit
5339,2024-03-17,Furniture,Tables,NORTH,Corporate,4,1151.28,0.3,-52.89
5340,2024-11-23,Technology,Copiers,North,Home Office,2,1413.48,0,201.61
5341,2024-04-19,Furniture,Chairs,NORTH,Home Office,2,1123.5,0.2,-125.86
5342,2024-03-17,Office Supplies,Binders,NORTH,Corporate,2,24.06,0,4.64
5343,2024-06-07,Furniture,Chairs,East,Consumer,5,3871.65,0,835.11
5344,2024-01-07,Office Supplies,Paper,north,Consumer,3,143.43,0.3,12.88
5345,2024-11-15,Office Supplies,Storage,North,Consumer,3,698.67,0,136.34
5346,2024-07-13,Technology,Machines,West,Home Office,1,315.79,0.1,82.66
5347,2024-12-20,Furniture,Chairs,South,Corporate,4,1231.2,0,323.53
5348,2024-12-02,Technology,Phones,North,Consumer,2,1116.82,0,214.9
5349,2024-08-24,Office Supplies,Storage,West,Consumer,4,2736.96,0.15,49.27
5350,2024-07-12,Technology,Copiers,South,Home Office,4,242.6,0.15,-3.46
5351,2024-11-08,Technology,Machines,North,Home Office,3,1843.98,0,561.26
5352,2024-02-25,Office Supplies,Storage,West,Consumer,3,892.92,0,101.56
5353,2024-08-06,Office Supplies,Paper,south,Home Office,4,3033.68,0.3,630.73
5354,2024-02-14,Furniture,Bookcases,West,Corporate,1,565.07,0.1,-50.14
5355,2024-07-10,Office Supplies,Storage,West,Corporate,2,1118.12,0.1,168.37
5356,2024-06-16,Technology,Accessories,SOUTH,Consumer,3,1594.83,0.15,47.97
5357,2024-01-19,Office Supplies,Art,EAST,Consumer,2,111.22,0,0.36
5358,2024-08-03,Technology,Machines,east,Corporate,3,1537.65,0.3,-113.64
5359,2024-01-23,Furniture,Furnishings,East,Corporate,2,613.64,0,126.57
5360,2024-06-08,Office Supplies,Art,West,Corporate,2,1362.52,0,425.66
5361,2024-02-03,Furniture,Bookcases,North,Corporate,5,1809.8,0.1,183.91
5362,2024-08-23,Office Supplies,Binders,North,Corporate,5,1772.7,0.1,-98.73
5363,2024-01-22,Furniture,Furnishings,West,Home Office,1,594.95,0.1,64.7
5364,2024-02-03,Technology,Machines,East,Corporate,1,679.83,0.15,149.51
5365,2024-10-15,Furniture,Furnishings,North,Consumer,1,660.95,0,135.84
5366,2024-07-27,Office Supplies,Binders,West,Consumer,1,698.83,0,7.16
5367,2024-09-09,Furniture,Chairs,South,Corporate,1,257.3,0,46.82
5368,2024-05-08,Office Supplies,Art,West,Corporate,5,1551.9,0.1,388.73
5369,2024-09-21,Office Supplies,Storage,SOUTH,Consumer,2,1493.28,0.2,112.88
5370,2024-04-15,Technology,Accessories,East,Corporate,4,1797.36,0,385.77
5371,2024-01-09,Furniture,Chairs,West,Corporate,1,638.91,0,-31.77
5372,2024-04-07,Furniture,Furnishings,West,Corporate,1,152.31,0.3,18.09
5373,2024-03-01,Furniture,Tables,North,Corporate,4,1812.96,0.3,-86.22
5374,2024-03-25,Furniture,Bookcases,South,Consumer,4,693.84,0,57.47
5375,2024-05-23,Furniture,Chairs,North,Home Office,2,1103.74,0,313.56
5376,2024-05-25,Technology,Accessories,north,Corporate,1,701.03,0.3,4.6
5377,2024-09-27,Technology,Accessories,East,Corporate,1,130.0,0.3,16.62
5378,2024-11-10,Furniture,Furnishings,North,Consumer,1,527.31,0.2,-43.54
5379,2024-07-04,Office Supplies,Paper,South,Home Office,1,664.51,0,118.78
5380,2024-08-03,Furniture,Chairs,East,Consumer,1,392.95,0.3,0.41
5381,2024-04-19,Technology,Phones,SOUTH,Corporate,2,71.2,0.15,-6.03
5382,2024-05-02,Furniture,Bookcases,South,Home Office,1,273.18,0.1,22.26
5383,2024-02-24,Office Supplies,Storage,SOUTH,Corporate,3,1108.32,0.2,111.53
5384,2024-09-19,Furniture,Furnishings,WEST,Consumer,1,336.28,0.2,-22.6
5385,2024-12-06,Technology,Machines,North,Home Office,2,288.12,0,4.56
5386,2024-02-08,Technology,Copiers,EAST,Consumer,1,130.93,0,15.45
5387,2024-09-02,Furniture,Bookcases,west,Home Office,3,637.26,0,-5.26
5388,2024-09-17,Technology,Accessories,South,Home Office,1,713.58,0,-69.3
5389,2024-02-25,Furniture,Furnishings,South,Consumer,1,131.39,0,45.87
5390,2024-02-22,Office Supplies,Art,north,Consumer,3,545.76,0,80.58
5391,2024-02-02,Technology,Phones,SOUTH,Corporate,1,498.42,0.2,-24.98
5392,2024-10-06,Office Supplies,Storage,North,Corporate,1,260.81,0.1,57.11
5393,2024-11-06,Furniture,Chairs,SOUTH,Home Office,1,640.15,0.3,-35.77
5394,2024-01-26,Furniture,Tables,East,Consumer,2,79.62,0.15,16.22
5395,2024-06-26,Furniture,Chairs,South,Consumer,2,165.98,0.2,44.57
5396,2024-08-05,Technology,Accessories,West,Home Office,2,1328.92,0,401.86
5397,2024-09-10,Technology,Copiers,South,Home Office,4,3076.56,0.15,464.44
5398,2024-04-08,Technology,Phones,North,Corporate,1,474.22,0.15,-12.77
5399,2024-11-22,Office Supplies,Binders,West,Corporate,5,3769.75,0.3,104.26
5400,2024-05-01,Furniture,Tables,East,Corporate,2,792.7,0,258.02
5401,2024-03-11,Office Supplies,Art,West,Corporate,3,536.37,0,25.17
5402,2024-03-23,Office Supplies,Binders,East,Corporate,2,663.76,0.15,143.06
5403,2024-07-09,Furniture,Tables,North,Consumer,2,1533.18,0,-101.64
5404,2024-10-07,Office Supplies,Art,East,Home Office,5,3331.0,0,151.45
5405,2024-08-19,Furniture,Chairs,SOUTH,Consumer,5,2645.75,0.2,55.35
5406,2024-11-14,Furniture,Furnishings,South,Corporate,1,416.28,0,29.99
5407,2024-11-13,Office Supplies,Storage,East,Home Office,3,1946.55,0,590.96
5408,2024-01-27,Office Supplies,Art,East,Consumer,4,416.2,0.1,27.67
5409,2024-08-05,Technology,Accessories,WEST,Corporate,1,762.85,0,-59.3
5410,2024-11-09,Technology,Phones,west,Home Office,4,2449.36,0,579.12
5411,2024-11-13,Furniture,Furnishings,West,Home Office,2,1541.58,0.2,37.15
5412,2024-01-26,Office Supplies,Storage,South,Corporate,3,852.96,0,-42.31
5413,2024-11-10,Furniture,Tables,East,Consumer,1,473.95,0.1,101.75
5414,2024-04-20,Office Supplies,Paper,East,Corporate,2,1486.32,0.1,-128.13
5415,2024-05-04,Office Supplies,Storage,West,Corporate,1,741.38,0.15,47.34
5416,2024-09-16,Office Supplies,Paper,EAST,Corporate,4,1805.64,0.2,80.69
5417,2024-09-26,Furniture,Bookcases,West,Corporate,2,1365.24,0,-27.49
5418,2024-05-08,Furniture,Chairs,East,Corporate,1,701.72,0,159.2
5419,2024-11-06,Technology,Copiers,North,Consumer,4,2043.16,0.2,-148.88
5420,2024-06-12,Office Supplies,Art,East,Corporate,5,783.65,0.3,-42.95
5421,2024-11-03,Technology,Copiers,EAST,Corporate,2,125.52,0,34.64
5422,2024-12-09,Technology,Accessories,West,Home Office,5,3386.95,0.3,655.52
5423,2024-09-04,Furniture,Tables,South,Consumer,2,1440.12,0.2,385.88
5424,2024-12-13,Technology,Copiers,EAST,Home Office,3,2154.15,0.2,-200.5
5425,2024-02-12,Technology,Machines,South,Corporate,4,1838.0,0.3,-142.38
5426,2024-04-01,Furniture,Chairs,North,Corporate,2,1014.2,0,74.48
5427,2024-01-02,Technology,Phones,West,Home Office,3,1990.92,0,182.89
5428,2024-04-18,Office Supplies,Storage,East,Consumer,5,3290.9,0,887.56
5429,2024-09-09,Technology,Phones,South,Consumer,2,611.56,0.2,-6.43
5430,2024-07-08,Furniture,Chairs,West,Home Office,4,2781.8,0,701.25
5431,2024-10-05,Technology,Machines,EAST,Corporate,2,737.28,0.2,171.16
5432,2024-02-13,Technology,Copiers,South,Consumer,1,233.24,0,-26.07
5433,2024-12-07,Technology,Phones,West,Home Office,5,1099.15,0.15,212.8
5434,2024-07-01,Office Supplies,Binders,NORTH,Consumer,5,3461.05,0.2,619.34
5435,2024-11-11,Technology,Machines,East,Home Office,2,503.08,0,110.52
5436,2024-08-25,Technology,Machines,West,Home Office,1,280.92,0.3,-14.37
5437,2024-08-27,Office Supplies,Art,North,Corporate,1,681.48,0.15,76.29
5438,2024-01-07,Technology,Copiers,South,Home Office,4,919.48,0.3,219.01
5439,2024-03-05,Office Supplies,Art,South,Corporate,1,97.79,0.2,11.16
5440,2024-08-25,Office Supplies,Binders,North,Consumer,1,171.13,0.15,17.03
5441,2024-08-25,Furniture,Bookcases,East,Corporate,4,2896.8,0,-81.96
5442,2024-04-15,Office Supplies,Art,NORTH,Consumer,2,923.86,0.2,142.41
5443,2024-07-21,Office Supplies,Binders,North,Consumer,4,2763.56,0,575.96
5444,2024-10-13,Office Supplies,Art,SOUTH,Corporate,1,562.79,0.3,135.29
5445,2024-04-21,Furniture,Chairs,West,Home Office,4,2383.48,0,-68.38
5446,2024-04-08,Furniture,Chairs,North,Corporate,5,2703.95,0.15,389.16
5447,2024-08-25,Office Supplies,Storage,north,Consumer,1,610.01,0.2,-49.64
5448,2024-01-03,Furniture,Tables,EAST,Corporate,5,167.35,0.2,34.9
5449,2024-05-15,Technology,Phones,North,Home Office,2,1079.72,0.15,204.2
5450,2024-11-24,Furniture,Tables,west,Home Office,1,540.67,0,84.53
5451,2024-02-03,Furniture,Bookcases,NORTH,Consumer,2,452.92,0,104.72
5452,2024-02-03,Furniture,Furnishings,East,Consumer,1,99.8,0.2,18.66
5453,2024-10-21,Furniture,Furnishings,West,Home Office,1,733.96,0.2,132.7
5454,2024-11-22,Furniture,Chairs,North,Consumer,1,681.48,0.1,153.68
5455,2024-03-09,Furniture,Tables,East,Home Office,5,1237.1,0,-168.03
5456,2024-11-16,Office Supplies,Binders,South,Home Office,5,2511.05,0.3,610.17
5457,2024-01-11,Office Supplies,Storage,SOUTH,Home Office,1,439.74,0,136.52
5458,2024-09-06,Office Supplies,Binders,South,Consumer,1,37.95,0.3,0.18
5459,2024-08-06,Technology,Machines,EAST,Consumer,1,429.43,0.2,62.44
5460,2024-05-25,Furniture,Furnishings,North,Consumer,1,574.29,0.1,107.46
5461,2024-05-25,Furniture,Furnishings,South,Home Office,2,412.62,0,136.29
5462,2024-11-24,Furniture,Tables,East,Home Office,3,366.6,0,54.6
5463,2024-02-18,Technology,Copiers,EAST,Home Office,1,68.02,0,-5.37
5464,2024-03-04,Furniture,Furnishings,East,Corporate,2,499.0,0.1,89.09
5465,2024-06-11,Furniture,Furnishings,North,Corporate,5,863.9,0.1,205.56
5466,2024-06-09,Furniture,Chairs,South,Home Office,3,53.25,0,-6.05
5467,2024-01-05,Furniture,Tables,East,Consumer,2,173.42,0,7.2
5468,2024-01-09,Technology,Phones,SOUTH,Corporate,5,3726.4,0,118.56
5469,2024-05-12,Technology,Accessories,South,Home Office,2,282.64,0.2,-21.31
5470,2024-04-21,Furniture,Tables,East,Consumer,1,710.43,0.3,20.93
5471,2024-01-04,Office Supplies,Paper,west,Consumer,4,1232.64,0,-40.18
5472,2024-08-18,Furniture,Furnishings,West,Consumer,4,1595.2,0.1,-130.81
5473,2024-02-07,Office Supplies,Paper,South,Consumer,1,220.21,0.1,16.76
5474,2024-12-07,Office Supplies,Binders,North,Corporate,3,1478.4,0.3,39.44
5475,2024-09-28,Furniture,Furnishings,north,Consumer,2,355.56,0,31.53
5476,2024-11-11,Office Supplies,Art,SOUTH,Corporate,1,172.21,0.2,33.69
5477,2024-09-01,Furniture,Chairs,West,Consumer,4,2103.4,0.15,538.75
5478,2024-08-22,Technology,Copiers,North,Consumer,3,360.15,0,-27.91
5479,2024-03-23,Office Supplies,Binders,East,Home Office,1,22.37,0.1,6.06
5480,2024-08-05,Furniture,Furnishings,South,Corporate,5,806.55,0.2,4.52
5481,2024-01-12,Furniture,Chairs,WEST,Consumer,2,388.3,0.1,12.88
5482,2024-04-27,Technology,Copiers,South,Consumer,2,339.02,0.3,18.58
5483,2024-07-22,Furniture,Bookcases,North,Corporate,4,112.52,0,26.44
5484,2024-10-15,Furniture,Chairs,South,Corporate,2,907.76,0.2,31.43
5485,2024-03-05,Office Supplies,Paper,north,Corporate,3,350.58,0,102.81
5486,2024-10-27,Furniture,Tables,South,Consumer,2,1268.22,0,373.09
5487,2024-12-14,Technology,Accessories,South,Corporate,1,50.76,0.3,-3.48
5488,2024-03-14,Furniture,Bookcases,north,Consumer,1,428.21,0.3,0.04
5489,2024-09-19,Technology,Phones,west,Home Office,4,2571.36,0.15,723.86
5490,2024-10-13,Furniture,Furnishings,North,Corporate,1,688.96,0,118.32
5491,2024-12-24,Office Supplies,Storage,East,Consumer,1,503.16,0.1,-19.85
5492,2024-12-21,Office Supplies,Binders,West,Home Office,1,377.75,0,91.73
5493,2024-09-14,Furniture,Furnishings,North,Consumer,2,1539.32,0.2,-41.56
5494,2024-03-08,Technology,Machines,West,Corporate,4,719.24,0,-67.21
5495,2024-02-16,Technology,Accessories,West,Home Office,3,1106.28,0,153.2
5496,2024-12-01,Office Supplies,Storage,West,Corporate,4,2176.04,0,102.31
5497,2024-10-25,Furniture,Bookcases,South,Home Office,1,301.68,0.3,0.09
5498,2024-10-02,Office Supplies,Paper,North,Home Office,1,718.7,0.15,71.73
5499,2024-03-03,Technology,Machines,NORTH,Consumer,4,826.6,0,-28.94
5500,2024-02-07,Office Supplies,Paper,NORTH,Consumer,1,381.2,0,42.38
5501,2024-06-02,Office Supplies,Storage,West,Corporate,1,218.55,0,-22.8
5502,2024-06-11,Technology,Phones,EAST,Home Office,3,1195.56,0,182.43
5503,2024-07-10,Technology,Phones,South,Corporate,4,92.56,0,23.01
5504,2024-12-15,Office Supplies,Binders,North,Consumer,5,1900.3,0.3,-45.73
5505,2024-10-07,Furniture,Furnishings,WEST,Consumer,1,673.56,0.1,-17.91
5506,2024-04-24,Office Supplies,Art,East,Consumer,1,184.57,0,-8.17
5507,2024-05-22,Technology,Copiers,South,Consumer,2,227.34,0,-8.38
5508,2024-05-02,Office Supplies,Storage,West,Home Office,5,2456.4,0,-8.03
5509,2024-04-15,Office Supplies,Paper,south,Home Office,1,166.19,0,40.3
5510,2024-02-22,Technology,Machines,West,Consumer,1,502.75,0.1,41.52
5511,2024-12-14,Office Supplies,Paper,West,Corporate,5,2835.4,0.15,176.95
5512,2024-02-21,Technology,Machines,NORTH,Corporate,2,230.22,0.3,54.89
5513,2024-01-10,Technology,Accessories,North,Home Office,4,256.6,0.3,32.38
5514,2024-02-23,Office Supplies,Art,NORTH,Home Office,4,201.88,0,61.55
5515,2024-03-27,Technology,Accessories,North,Corporate,3,1460.7,0.1,-86.03
5516,2024-02-08,Furniture,Furnishings,West,Corporate,2,1555.36,0,-162.0
5517,2024-10-26,Technology,Copiers,west,Consumer,2,1218.84,0.1,228.19
5518,2024-02-28,Technology,Accessories,South,Corporate,5,2076.55,0.3,-37.85
5519,2024-06-11,Office Supplies,Art,South,Home Office,1,586.21,0.3,8.54
5520,2024-10-12,Furniture,Furnishings,North,Consumer,1,632.09,0,96.88
5521,2024-06-10,Furniture,Bookcases,South,Corporate,2,996.18,0.1,35.07
5522,2024-11-25,Furniture,Tables,North,Corporate,3,1820.73,0,470.62
5523,2024-05-17,Technology,Phones,South,Corporate,4,1069.88,0.1,259.84
5524,2024-06-28,Furniture,Tables,East,Consumer,1,679.82,0.3,-38.29
5525,2024-08-26,Technology,Phones,West,Corporate,4,2788.72,0,598.8
5526,2024-01-26,Office Supplies,Paper,NORTH,Corporate,1,189.41,0,29.84
5527,2024-07-10,Office Supplies,Binders,South,Home Office,5,1932.75,0.1,8.59
5528,2024-05-24,Technology,Copiers,East,Home Office,5,1441.45,0,216.13
5529,2024-11-08,Technology,Phones,West,Consumer,1,174.65,0.15,4.7
5530,2024-07-01,Technology,Phones,North,Home Office,4,453.92,0,-26.37
5531,2024-10-26,Office Supplies,Storage,north,Home Office,1,183.02,0.2,9.77
5532,2024-06-17,Office Supplies,Binders,west,Corporate,4,3113.08,0.1,345.83
5533,2024-09-26,Technology,Phones,South,Corporate,1,154.84,0.2,15.57
5534,2024-09-01,Furniture,Bookcases,North,Consumer,3,2047.26,0.2,491.71
5535,2024-03-21,Furniture,Furnishings,South,Consumer,2,1289.38,0.1,-95.01
5536,2024-09-21,Technology,Machines,east,Consumer,2,105.58,0.3,-10.88
5537,2024-09-27,Office Supplies,Paper,South,Consumer,1,193.4,0,58.42
5538,2024-04-09,Furniture,Chairs,West,Home Office,5,3361.5,0.15,-353.51
5539,2024-11-14,Furniture,Furnishings,North,Home Office,1,262.75,0,44.5
5540,2024-04-08,Technology,Machines,West,Consumer,1,696.73,0,110.85
5541,2024-02-05,Office Supplies,Storage,South,Corporate,1,475.89,0,48.67
5542,2024-08-16,Furniture,Furnishings,West,Home Office,2,764.86,0,65.71
5543,2024-12-13,Technology,Accessories,south,Corporate,1,328.68,0,71.33
5544,2024-10-18,Office Supplies,Storage,West,Corporate,1,42.9,0.3,6.43
5545,2024-09-21,Office Supplies,Art,West,Consumer,4,2399.28,0,778.93
5546,2024-10-22,Furniture,Bookcases,West,Home Office,1,278.65,0,34.75
5547,2024-10-11,Office Supplies,Paper,EAST,Consumer,5,1944.5,0.1,-22.16
5548,2024-11-16,Technology,Phones,East,Corporate,1,272.77,0.1,38.02
5549,2024-02-12,Technology,Machines,North,Corporate,5,3656.25,0.15,-447.53
5550,2024-07-01,Office Supplies,Storage,west,Home Office,1,162.59,0,35.5
5551,2024-07-09,Furniture,Tables,east,Consumer,1,589.4,0.2,143.1
5552,2024-07-27,Furniture,Tables,North,Consumer,1,41.49,0.1,10.43
5553,2024-03-20,Office Supplies,Art,North,Home Office,1,781.67,0,-84.38
5554,2024-12-21,Furniture,Chairs,NORTH,Home Office,1,98.75,0,-9.52
5555,2024-06-13,Furniture,Bookcases,South,Corporate,2,420.24,0,38.47
5556,2024-06-21,Furniture,Tables,south,Consumer,4,2110.52,0.1,218.64
5557,2024-01-15,Technology,Phones,West,Home Office,2,1412.58,0.15,200.11
5558,2024-09-05,Technology,Copiers,South,Home Office,2,296.58,0.1,-19.14
5559,2024-07-23,Technology,Phones,North,Corporate,4,637.4,0.1,122.87
5560,2024-03-11,Office Supplies,Storage,West,Home Office,2,321.56,0,79.14
5561,2024-05-26,Technology,Phones,East,Home Office,3,828.27,0.15,196.31
5562,2024-03-14,Office Supplies,Storage,North,Consumer,5,376.35,0.1,102.84
5563,2024-02-13,Technology,Copiers,NORTH,Consumer,2,1404.88,0.15,341.09
5564,2024-06-04,Office Supplies,Storage,North,Home Office,1,400.15,0.2,-0.11
5565,2024-09-17,Furniture,Bookcases,East,Consumer,3,1041.42,0.15,173.79
5566,2024-07-22,Technology,Machines,West,Corporate,4,1533.96,0,-194.56
5567,2024-12-24,Furniture,Bookcases,North,Home Office,1,287.78,0.3,7.71
5568,2024-02-03,Furniture,Bookcases,North,Consumer,5,3174.75,0,-134.27
5569,2024-10-06,Technology,Copiers,North,Corporate,1,519.72,0.3,-32.73
5570,2024-08-28,Furniture,Bookcases,east,Consumer,5,934.15,0,286.13
5571,2024-11-13,Furniture,Tables,East,Consumer,3,1510.38,0.1,-59.65
5572,2024-07-08,Office Supplies,Art,East,Home Office,4,1504.12,0.3,121.09
5573,2024-09-11,Furniture,Bookcases,South,Consumer,2,1425.32,0,426.8
5574,2024-09-16,Office Supplies,Art,East,Consumer,5,3897.75,0,-268.7
5575,2024-08-19,Furniture,Bookcases,West,Consumer,2,1547.56,0.1,193.43
5576,2024-02-10,Furniture,Bookcases,North,Corporate,2,1014.58,0.15,206.1
5577,2024-04-18,Technology,Machines,West,Home Office,5,2676.35,0,80.75
5578,2024-04-23,Technology,Accessories,east,Home Office,3,182.58,0,-8.25
5579,2024-11-04,Furniture,Tables,North,Consumer,4,945.96,0,327.36
5580,2024-02-09,Technology,Phones,EAST,Corporate,2,1434.44,0.2,-167.06
5581,2024-03-27,Office Supplies,Storage,SOUTH,Consumer,1,90.31,0,-1.47
5582,2024-01-03,Technology,Machines,West,Home Office,3,1998.09,0.1,-170.39
5583,2024-01-01,Technology,Machines,South,Home Office,1,794.93,0.15,78.16
5584,2024-03-12,Office Supplies,Paper,East,Home Office,2,423.0,0,-29.07
5585,2024-03-10,Furniture,Tables,North,Consumer,3,1374.06,0,178.95
5586,2024-07-05,Office Supplies,Art,North,Consumer,1,741.32,0,-21.53
5587,2024-07-14,Office Supplies,Paper,North,Home Office,2,772.66,0,-30.01
5588,2024-01-20,Technology,Phones,West,Consumer,1,166.59,0,-18.14
5589,2024-05-03,Office Supplies,Binders,East,Corporate,3,1876.17,0.1,-46.96
5590,2024-12-17,Furniture,Tables,East,Consumer,2,1486.82,0.15,-160.87
5591,2024-06-02,Furniture,Tables,north,Consumer,1,421.52,0.2,70.27
5592,2024-07-09,Technology,Copiers,south,Consumer,4,1474.2,0,444.18
5593,2024-02-18,Furniture,Tables,WEST,Corporate,4,949.08,0,16.59
5594,2024-12-28,Office Supplies,Storage,SOUTH,Corporate,2,129.18,0,-14.83
5595,2024-07-17,Technology,Accessories,East,Consumer,4,1583.48,0,-158.98
5596,2024-08-05,Office Supplies,Art,EAST,Home Office,1,63.02,0.1,-4.9
5597,2024-01-26,Technology,Phones,South,Home Office,4,2537.72,0,-237.42
5598,2024-05-12,Office Supplies,Paper,north,Home Office,1,559.42,0,29.83
5599,2024-03-03,Office Supplies,Paper,West,Consumer,3,1750.89,0.3,-39.71
5600,2024-02-22,Furniture,Bookcases,NORTH,Corporate,1,12.86,0,3.69
5601,2024-09-28,Furniture,Bookcases,East,Home Office,3,1077.51,0.2,209.06
5602,2024-12-11,Technology,Accessories,East,Corporate,1,305.22,0.15,33.61
5603,2024-07-22,Furniture,Bookcases,South,Corporate,3,469.5,0.15,-1.37
5604,2024-12-28,Furniture,Furnishings,East,Consumer,3,1315.8,0.15,-5.37
5605,2024-11-07,Office Supplies,Binders,East,Home Office,4,1468.4,0,300.47
5606,2024-11-07,Office Supplies,Storage,North,Home Office,5,973.55,0.3,45.04
5607,2024-09-02,Technology,Machines,East,Corporate,2,589.78,0,40.54
5608,2024-02-24,Technology,Machines,South,Corporate,5,2961.3,0,277.86
5609,2024-12-05,Office Supplies,Paper,East,Consumer,2,1361.16,0.3,313.4
5610,2024-03-23,Office Supplies,Art,South,Home Office,1,288.26,0,89.66
5611,2024-07-14,Furniture,Bookcases,North,Consumer,1,130.35,0.3,3.41
5612,2024-10-09,Furniture,Chairs,East,Corporate,1,319.64,0,12.67
5613,2024-03-22,Furniture,Bookcases,North,Corporate,1,503.41,0,-23.45
5614,2024-04-08,Technology,Accessories,EAST,Home Office,2,945.88,0.15,233.99
5615,2024-02-17,Furniture,Chairs,East,Home Office,2,213.3,0,14.99
5616,2024-06-13,Office Supplies,Storage,North,Consumer,1,526.57,0.1,-13.37
5617,2024-09-26,Technology,Accessories,West,Home Office,2,445.3,0.3,64.53
5618,2024-04-20,Office Supplies,Binders,North,Corporate,3,445.2,0.15,102.58
5619,2024-05-25,Technology,Copiers,South,Consumer,5,3004.4,0,16.03
5620,2024-03-12,Furniture,Chairs,NORTH,Consumer,1,351.75,0.15,23.26
5621,2024-02-17,Technology,Machines,East,Consumer,3,1200.09,0,-5.85
5622,2024-06-20,Technology,Accessories,South,Corporate,3,1355.46,0,-10.85
5623,2024-11-11,Furniture,Bookcases,North,Home Office,1,269.47,0.3,-17.55
5624,2024-04-13,Furniture,Furnishings,North,Corporate,1,137.97,0.2,-5.65
5625,2024-03-26,Technology,Copiers,East,Consumer,4,1484.92,0.3,320.59
5626,2024-11-13,Technology,Phones,North,Corporate,4,173.28,0.15,12.69
5627,2024-03-09,Furniture,Tables,North,Home Office,5,2596.05,0,521.98
5628,2024-12-16,Furniture,Bookcases,East,Consumer,4,1988.4,0,-26.12
5629,2024-06-19,Office Supplies,Paper,South,Home Office,1,604.97,0,58.56
5630,2024-02-20,Technology,Accessories,North,Consumer,3,108.66,0.2,29.21
5631,2024-03-27,Technology,Accessories,East,Consumer,3,85.38,0.15,21.42
5632,2024-04-11,Office Supplies,Binders,West,Consumer,4,1110.68,0,-93.47
5633,2024-02-02,Office Supplies,Binders,NORTH,Home Office,1,563.97,0.2,-4.79
5634,2024-10-26,Technology,Phones,South,Corporate,2,893.84,0,228.24
5635,2024-09-16,Technology,Machines,South,Home Office,3,1453.59,0,59.49
5636,2024-04-08,Technology,Copiers,West,Corporate,2,447.78,0.3,32.99
5637,2024-04-15,Furniture,Bookcases,WEST,Consumer,5,1504.45,0.15,30.65
5638,2024-06-16,Office Supplies,Binders,East,Consumer,4,2922.8,0.1,-189.0
5639,2024-04-26,Furniture,Furnishings,South,Home Office,1,526.41,0,14.03
5640,2024-08-10,Furniture,Bookcases,East,Consumer,2,957.36,0.3,-27.56
5641,2024-09-18,Office Supplies,Binders,east,Consumer,3,1365.06,0,273.48
5642,2024-07-27,Furniture,Bookcases,North,Home Office,2,709.96,0.2,117.41
5643,2024-09-05,Office Supplies,Paper,north,Consumer,2,369.48,0.3,17.33
5644,2024-04-06,Office Supplies,Paper,north,Home Office,2,946.5,0,66.1
5645,2024-08-02,Technology,Copiers,NORTH,Consumer,5,2601.85,0,309.5
5646,2024-11-12,Furniture,Bookcases,South,Consumer,2,184.8,0.3,-15.18
5647,2024-12-26,Technology,Accessories,east,Home Office,1,57.33,0.15,13.9
5648,2024-05-27,Furniture,Tables,south,Corporate,1,217.68,0,-5.4
5649,2024-07-04,Office Supplies,Art,South,Home Office,5,932.7,0,-86.53
5650,2024-04-07,Technology,Phones,West,Consumer,2,77.94,0.3,2.41
5651,2024-10-26,Technology,Copiers,South,Consumer,3,1802.91,0.2,98.86
5652,2024-07-07,Technology,Copiers,east,Corporate,4,195.16,0,15.74
5653,2024-07-01,Technology,Accessories,NORTH,Corporate,1,214.51,0.1,32.05
5654,2024-12-21,Furniture,Furnishings,South,Corporate,4,2989.72,0,512.16
5655,2024-12-11,Technology,Phones,EAST,Corporate,3,1445.37,0,-167.74
5656,2024-05-26,Furniture,Chairs,EAST,Corporate,3,1661.58,0,-153.22
5657,2024-06-23,Technology,Phones,EAST,Home Office,1,496.77,0.2,40.0
5658,2024-08-15,Office Supplies,Binders,North,Corporate,2,188.62,0,7.55
5659,2024-07-17,Furniture,Bookcases,West,Corporate,5,2246.9,0.3,-149.79
5660,2024-03-15,Furniture,Furnishings,East,Consumer,2,1225.26,0,37.61
5661,2024-04-04,Technology,Accessories,WEST,Corporate,3,69.48,0,-9.25
5662,2024-02-26,Office Supplies,Storage,West,Consumer,1,330.01,0.15,58.33
5663,2024-02-01,Furniture,Furnishings,EAST,Corporate,1,129.38,0,21.89
5664,2024-08-09,Furniture,Tables,NORTH,Corporate,3,601.14,0.3,139.77
5665,2024-02-04,Technology,Phones,West,Consumer,2,121.14,0.2,-4.13
5666,2024-07-01,Technology,Machines,west,Home Office,2,741.08,0,-0.34
5667,2024-06-08,Office Supplies,Binders,North,Corporate,2,201.6,0.15,45.63
5668,2024-05-20,Office Supplies,Storage,east,Home Office,3,2145.36,0.1,621.02
5669,2024-03-26,Office Supplies,Paper,South,Home Office,5,2254.2,0,-48.07
5670,2024-04-13,Technology,Accessories,east,Home Office,2,294.92,0.2,-24.07
5671,2024-09-22,Technology,Phones,South,Home Office,2,88.14,0,29.0
5672,2024-12-18,Office Supplies,Art,west,Home Office,4,3124.68,0,159.9
5673,2024-09-25,Technology,Copiers,west,Consumer,2,1588.24,0.1,-188.23
5674,2024-06-26,Furniture,Tables,North,Consumer,2,1429.54,0.1,112.77
5675,2024-03-06,Office Supplies,Storage,South,Home Office,1,132.98,0.15,13.0
5676,2024-12-18,Office Supplies,Storage,North,Consumer,1,783.6,0.3,7.98
5677,2024-01-14,Office Supplies,Storage,north,Corporate,1,310.12,0,21.8
